title,village,area,type,size,ori,info,rent,people,dist
达美D6区 1室1厅 1900元,达美D6区  ,汽车西站租房,1室1厅  ,45平米  ,南 北,距离2号线望城坡站571米,1900,13,yuelu
西湖丽景 3室2厅 3150元,西湖丽景  ,桐梓坡租房,3室2厅  ,130平米  ,南,随时看房,3150,9,yuelu
芙蓉明珠 3室3厅 3078元,芙蓉明珠  ,尚东租房,3室3厅  ,57平米  ,北,/,3078,/,furong
北辰三角洲奥城E4区 1室1厅 2800元,北辰三角洲奥城E4区  ,北辰三角洲租房,1室1厅  ,50平米  ,南,/,2800,/,kaifu
建鸿达华都 大户型  可办公可居家,建鸿达华都  ,候家塘租房,5室2厅  ,198平米  ,南 北,随时看房,4500,1,yuhua
都市E站 1室1厅 1000元,都市E站  ,火车站租房,1室1厅  ,46平米  ,东,随时看房,1000,1,furong
东方银座 1室0厅 1600元,东方银座  ,马王堆租房,1室0厅  ,42平米  ,东,距离2号线锦泰广场站971米,1600,1,furong
万科金域华府 3室2厅 2700元,万科金域华府  ,武广新城租房,3室2厅  ,90平米  ,东南,距离城际铁路香樟路站站957米,2700,11,yuhua
五矿万境水岸一期 3室2厅 2800元,五矿万境水岸一期  ,喜盈门租房,3室2厅  ,88平米  ,南,距离城际铁路湘府路站站773米,2800,0,yuhua
万科西街庭院 4室2厅 4300元,万科西街庭院  ,尚东租房,4室2厅  ,169平米  ,南,距离2号线人民东路站773米,4300,5,yuhua
童话里 2室1厅 2400元,童话里  ,新开铺租房,2室1厅  ,89平米  ,南,距离1号线友谊路站1086米,2400,0,tianxin
芙蓉明珠 1室1厅 2218元,芙蓉明珠  ,尚东租房,1室1厅  ,41平米  ,北,/,2218,/,furong
新楚麓山才苑 2室2厅 2800元,新楚麓山才苑  ,溁湾镇租房,2室2厅  ,100平米  ,南,距离2号线溁湾镇站952米,2800,7,yuelu
沁园春御院 1室1厅 1800元,沁园春御院  ,河西步步高租房,1室1厅  ,43平米  ,南,随时看房,1800,25,yuelu
西子一间 3室1厅 4200元,西子一间  ,高桥租房,3室1厅  ,130平米  ,南,距离2号线万家丽广场站1064米,4200,5,yuhua
星蓝湾 3室2厅 3200元,星蓝湾  ,滨江新城租房,3室2厅  ,137平米  ,南,随时看房,3200,0,yuelu
金信阳光在线 3室2厅 2100元,金信阳光在线  ,井湾子租房,3室2厅  ,92平米  ,南,随时看房,2100,1,yuhua
万国城MOMA一期 3室1厅 3000元,万国城MOMA一期  ,福元西路租房,3室1厅  ,128平米  ,南,随时看房,3000,9,kaifu
嘉文苑 3室2厅 2400元,嘉文苑  ,商学院租房,3室2厅  ,112平米  ,南,/,2400,/,yuelu
真实在租，拎包入住，实景照片，可实地看房,梅溪湖壹号三期  ,梅溪湖南岸租房,3室2厅  ,100平米  ,南,随时看房,2600,1,yuelu
梅溪湖壹号三期 3室2厅 2600元,梅溪湖壹号三期  ,梅溪湖南岸租房,3室2厅  ,100平米  ,南,随时看房,2600,2,yuelu
万事佳景园 2室2厅 2000元,万事佳景园  ,金盆岭租房,2室2厅  ,93平米  ,西南,随时看房,2000,6,tianxin
西子花苑 3室2厅 2800元,西子花苑  ,高桥租房,3室2厅  ,135平米  ,南 北,/,2800,/,yuhua
辉煌国际城 3室2厅 3000元,辉煌国际城  ,汽车东站租房,3室2厅  ,103平米  ,东,/,3000,/,furong
联美品格 2室1厅 1800元,联美品格  ,河西人人乐租房,2室1厅  ,72平米  ,南,/,1800,/,yuelu
万国城三期 3室2厅 3000元,万国城三期  ,福元西路租房,3室2厅  ,89平米  ,南,/,3000,/,kaifu
柠檬丽都 正规大三房 全新家具 适合居家陪读,柠檬丽都  ,新开铺租房,3室2厅  ,116平米  ,南,距离1号线铁道学院站757米,3000,12,tianxin
安泰新村 2室1厅 1500元,安泰新村  ,马王堆租房,2室1厅  ,80平米  ,南 北,距离2号线锦泰广场站934米,1500,3,furong
雨花亭 韶山中路 云鼎公馆 钥匙在手说走就走,云鼎公馆  ,雨花亭租房,3室1厅  ,94平米  ,南,距离1号线涂家冲站1069米,2800,11,yuhua
阳光嘉园2期 3室2厅 3000元,阳光嘉园2期  ,湘府路租房,3室2厅  ,138平米  ,南 北,/,3000,/,tianxin
沁园春御院 3室2厅 3500元,沁园春御院  ,河西步步高租房,3室2厅  ,143平米  ,南 北,随时看房,3500,2,yuelu
融江苑装修两房可办公，业主诚心看房方便。,世纪城融江苑  ,湘江世纪城租房,2室2厅  ,91平米  ,南,/,2200,/,kaifu
居家装修，陪读居家好选择  随时可看,第一湾  ,四方坪租房,3室2厅  ,91平米  ,南,随时看房,2800,15,kaifu
童话里 4室2厅 3500元,童话里  ,新开铺租房,4室2厅  ,124平米  ,南,距离1号线友谊路站1174米,3500,2,tianxin
新兴北京御园 2室2厅 2000元,新兴北京御园  ,市政府租房,2室2厅  ,78平米  ,南,/,2000,/,yuelu
万象新天 3室2厅 3000元,万象新天  ,晚报租房,3室2厅  ,85平米  ,南,距离2号线长沙火车站站968米,3000,0,furong
剑桥名门 1室0厅 2200元,剑桥名门  ,铁道学院租房,1室0厅  ,54平米  ,南,距离1号线铁道学院站657米,2200,0,tianxin
万科金域华府 3室2厅 2500元,万科金域华府  ,武广新城租房,3室2厅  ,90平米  ,南,距离城际铁路香樟路站站960米,2500,1,yuhua
万博汇名邸二期 3室1厅 3900元,万博汇名邸二期  ,雨花亭租房,3室1厅  ,89平米  ,东,/,3900,/,yuhua
四季美景水木轩 3室2厅 2600元,四季美景水木轩  ,四方坪租房,3室2厅  ,130平米  ,南,/,2600,/,kaifu
凯通朝庭 1室0厅 1500元,凯通朝庭  ,火车站租房,1室0厅  ,25平米  ,北,距离2号线长沙火车站站1023米,1500,1,furong
新星小区 3室2厅 2100元,新星小区  ,树木岭租房,3室2厅  ,110平米  ,南 北,距离城际铁路香樟路站站589米,2100,1,yuhua
山水华景 1室1厅 1680元,山水华景  ,马王堆租房,1室1厅  ,50平米  ,南,/,1680,/,furong
万科金域华府 3室2厅 3500元,万科金域华府  ,武广新城租房,3室2厅  ,125平米  ,南 北,距离城际铁路香樟路站站993米,3500,10,yuhua
绿地公馆 4室2厅 2500元,绿地公馆  ,省政府租房,4室2厅  ,110平米  ,南 北,距离1号线桂花坪站548米,2500,1,tianxin
佳天瑞宁花园 1室1厅 1900元,佳天瑞宁花园  ,赤岗冲租房,1室1厅  ,52平米  ,北,随时看房,1900,21,yuhua
华城广场 2室2厅 3000元,华城广场  ,德政园租房,2室2厅  ,90平米  ,北,距离2号线万家丽广场站760米,3000,1,furong
长沙欧洲城 3室2厅 3500元,长沙欧洲城  ,德思勤租房,3室2厅  ,133平米  ,南 北,/,3500,/,tianxin
世纪城鸿江苑 4室2厅 3200元,世纪城鸿江苑  ,湘江世纪城租房,4室2厅  ,148平米  ,南 北,距离1号线开福区政府站1062米,3200,1,kaifu
钰龙天下 2室1厅 3000元,钰龙天下  ,市政府租房,2室1厅  ,74平米  ,南,/,3000,/,yuelu
狮子山二片小区 2室1厅 1400元,狮子山二片小区  ,赤岗冲租房,2室1厅  ,71平米  ,南,/,1400,/,yuhua
上东辛顿公寓 2室2厅 2300元,上东辛顿公寓  ,晚报租房,2室2厅  ,91平米  ,南,/,2300,/,furong
标志浪漫满屋 2室2厅 2600元,标志浪漫满屋  ,新开铺租房,2室2厅  ,90平米  ,南,随时看房,2600,0,tianxin
交警大楼宿舍精装三房  业主自住装修  家具家电齐全,交警大楼宿舍  ,溁湾镇租房,3室2厅  ,120平米  ,南 北,距离2号线溁湾镇站577米,3200,1,yuelu
望月湖小区十片区 2室2厅 1300元,望月湖小区十片区  ,溁湾镇租房,2室2厅  ,68平米  ,南,距离2号线溁湾镇站1199米,1300,3,yuelu
高鑫麓城 2室1厅 2700元,高鑫麓城  ,商学院租房,2室1厅  ,88平米  ,南,/,2700,/,yuelu
万国城MOMA一期 3室2厅 3200元,万国城MOMA一期  ,福元西路租房,3室2厅  ,130平米  ,南 北,随时看房,3200,11,kaifu
阳光锦城 2室1厅 2400元,阳光锦城  ,雨花亭租房,2室1厅  ,65平米  ,北,随时看房,2400,5,yuhua
沁园春御院 1室1厅 1800元,沁园春御院  ,河西步步高租房,1室1厅  ,43平米  ,南,随时看房,1800,25,yuelu
万科里梅溪郡 3室2厅 3800元,万科里梅溪郡  ,岳麓其他租房,3室2厅  ,122平米  ,南,随时看房,3800,0,yuelu
树木岭新世界 精装修大三房 中等楼层 拎包入住,新城新世界二期  ,高桥租房,3室2厅  ,130平米  ,南 北,距离城际铁路树木岭站站989米,3500,2,yuhua
达美D6区 5室2厅 5800元,达美D6区  ,汽车西站租房,5室2厅  ,177平米  ,南,距离2号线望城坡站571米,5800,1,yuelu
芙蓉明珠 1室1厅 1992元,芙蓉明珠  ,尚东租房,1室1厅  ,36平米  ,南,/,1992,/,furong
梅溪湖金茂悦 3室2厅 3000元,梅溪湖金茂悦  ,梅溪湖北岸租房,3室2厅  ,106平米  ,南,随时看房,3000,2,yuelu
马厂地铁口南北通透家电家具齐全中层精装大两房,珠江花城三期  ,福元西路租房,2室1厅  ,80平米  ,南,距离1号线马厂站500米,2200,12,kaifu
星蓝湾 2室1厅 1800元,星蓝湾  ,滨江新城租房,2室1厅  ,75平米  ,南,/,1800,/,yuelu
湘府9号 3室1厅 2600元,湘府9号  ,德思勤租房,3室1厅  ,90平米  ,南 北,距离1号线省政府站1133米,2600,2,tianxin
百纳公寓 3室2厅 4200元,百纳公寓  ,马王堆租房,3室2厅  ,120平米  ,南 北,距离2号线万家丽广场站493米,4200,0,furong
万博汇名邸一期 1室1厅 1700元,万博汇名邸一期  ,雨花亭租房,1室1厅  ,42平米  ,南,/,1700,/,yuhua
万事佳景园 3室2厅 2500元,万事佳景园  ,金盆岭租房,3室2厅  ,115平米  ,东南,随时看房,2500,1,tianxin
仁和香堤雅境 4室2厅 4500元,仁和香堤雅境  ,尚东租房,4室2厅  ,147平米  ,南 北,距离2号线人民东路站1147米,4500,10,yuhua
华盛新外滩 4室2厅 6000元,华盛新外滩  ,伍家岭租房,4室2厅  ,175平米  ,南,距离1号线文昌阁站937米,6000,0,kaifu
长房白沙湾 2室2厅 2500元,长房白沙湾  ,马王堆租房,2室2厅  ,90平米  ,南,/,2500,/,furong
五矿万境水岸二期 2室1厅 2400元,五矿万境水岸二期  ,喜盈门租房,2室1厅  ,89平米  ,南 北,距离城际铁路湘府路站站704米,2400,2,yuhua
凯通公馆 1室0厅 1500元,凯通公馆  ,火车站租房,1室0厅  ,46平米  ,南,距离2号线长沙火车站站606米,1500,0,furong
东方新世界 3室1厅 2900元,东方新世界  ,左家塘租房,3室1厅  ,114平米  ,南,随时看房,2900,8,yuhua
万国城三期 3室1厅 2900元,万国城三期  ,福元西路租房,3室1厅  ,113平米  ,南 北,/,2900,/,kaifu
梅溪湖金茂悦 4室2厅 4800元,梅溪湖金茂悦  ,梅溪湖北岸租房,4室2厅  ,135平米  ,南 北,随时看房,4800,3,yuelu
佳兴国际汇 1室1厅 1800元,佳兴国际汇  ,金星中路租房,1室1厅  ,41平米  ,南,距离2号线金星路站964米,1800,4,yuelu
芙蓉明珠 1室1厅 2160元,芙蓉明珠  ,尚东租房,1室1厅  ,40平米  ,北,/,2160,/,furong
华悦城 3室2厅 3000元,华悦城  ,喜盈门租房,3室2厅  ,128平米  ,南 北,距离城际铁路湘府路站站624米,3000,3,yuhua
宜居莱茵城 2室2厅 2300元,宜居莱茵城  ,河西人人乐租房,2室2厅  ,90平米  ,南,随时看房,2300,1,yuelu
华盛世纪新城 4室1厅 2900元,华盛世纪新城  ,喜盈门租房,4室1厅  ,139平米  ,南 北,距离城际铁路湘府路站站846米,2900,5,yuhua
珠江郦城薰衣道 3室2厅 2400元,珠江郦城薰衣道  ,福元西路租房,3室2厅  ,94平米  ,南,距离1号线马厂站1086米,2400,2,kaifu
西湖丽景 3室2厅 3150元,西湖丽景  ,桐梓坡租房,3室2厅  ,130平米  ,南,随时看房,3150,9,yuelu
梅溪湖壹号三期 3室2厅 3000元,梅溪湖壹号三期  ,梅溪湖南岸租房,3室2厅  ,87平米  ,南,随时看房,3000,2,yuelu
水木兰庭 3室2厅 2600元,水木兰庭  ,河西人人乐租房,3室2厅  ,108平米  ,南,/,2600,/,yuelu
欣胜园 3室2厅 2800元,欣胜园  ,河西人人乐租房,3室2厅  ,130平米  ,南,随时看房,2800,1,yuelu
维一星城国际 1室0厅 5000元,维一星城国际  ,浏城桥租房,1室0厅  ,95平米  ,东,距离2号线袁家岭站1064米,5000,0,furong
梦网景园 5室2厅 8000元,梦网景园  ,湘府路租房,5室2厅  ,220平米  ,南 北,/,8000,/,tianxin
新城新世界二期 3室1厅 3500元,新城新世界二期  ,高桥租房,3室1厅  ,130平米  ,南,距离城际铁路树木岭站站989米,3500,1,yuhua
弘德西街好莱城 2室1厅 1700元,弘德西街好莱城  ,梅溪湖北岸租房,2室1厅  ,66平米  ,南,/,1700,/,yuelu
北辰定江洋 3室2厅 8500元,北辰定江洋  ,北辰三角洲租房,3室2厅  ,187平米  ,西南,距离1号线北辰三角洲站711米,8500,11,kaifu
长沙奥林匹克花园 2室1厅 2800元,长沙奥林匹克花园  ,德思勤租房,2室1厅  ,90平米  ,南,随时看房,2800,0,tianxin
万象新天 2室1厅 2800元,万象新天  ,晚报租房,2室1厅  ,80平米  ,南,距离2号线长沙火车站站1094米,2800,0,furong
剑桥名门 2室2厅 2500元,剑桥名门  ,铁道学院租房,2室2厅  ,90平米  ,南,随时看房,2500,0,tianxin
第六都 4室2厅 8000元,第六都  ,雨花亭租房,4室2厅  ,162平米  ,南 北,距离1号线涂家冲站247米,8000,0,yuhua
南山雍江汇一期 3室2厅 3000元,南山雍江汇一期  ,滨江新城租房,3室2厅  ,90平米  ,南,/,3000,/,yuelu
富湾国际 4室1厅 8000元,富湾国际  ,开福区政府租房,4室1厅  ,260平米  ,南 北,/,8000,/,kaifu
珠江花城四期 居住环境优美 精装小二房 拎包入住,珠江花城四期  ,福元西路租房,2室1厅  ,77平米  ,南,精装修,2500,3,kaifu
牛婆塘社区 精装两房仅需1200,牛婆塘社区  ,雨花亭租房,2室1厅  ,52平米  ,南,距离1号线黄土岭站776米,1200,19,yuhua
芙蓉明珠 3室3厅 3078元,芙蓉明珠  ,尚东租房,3室3厅  ,57平米  ,北,/,3078,/,furong
香樟兰亭 3室2厅 2800元,香樟兰亭  ,树木岭租房,3室2厅  ,90平米  ,南,距离城际铁路香樟路站站404米,2800,2,yuhua
恒大御景半岛 2室2厅 3500元,恒大御景半岛  ,开福区政府租房,2室2厅  ,85平米  ,南,距离1号线马厂站913米,3500,0,kaifu
德政园醉心苑 115平大三房 家具齐全 居家装修,德政园醉心苑  ,德政园租房,3室2厅  ,115平米  ,南 北,距离2号线万家丽广场站1045米,2600,1,furong
星语林名园 3室1厅 3000元,星语林名园  ,铁道学院租房,3室1厅  ,126平米  ,南,/,3000,/,yuhua
维力花园 2室1厅 1500元,维力花园  ,德政园租房,2室1厅  ,79平米  ,南,距离2号线锦泰广场站724米,1500,3,furong
花漾年华 1室1厅 1450元,花漾年华  ,省政府租房,1室1厅  ,40平米  ,北,/,1450,/,tianxin
新盛珑璟台 2室2厅 2200元,新盛珑璟台  ,喜盈门租房,2室2厅  ,91平米  ,南,/,2200,/,yuhua
保利国际广场 3室2厅 7500元,保利国际广场  ,书院路租房,3室2厅  ,148平米  ,南 北,/,7500,/,tianxin
馨香雅苑 2室1厅 2350元,馨香雅苑  ,商学院租房,2室1厅  ,91平米  ,南,/,2350,/,yuelu
金谷大厦 3室2厅 2800元,金谷大厦  ,河西人人乐租房,3室2厅  ,139平米  ,南,随时看房,2800,3,yuelu
恒大江湾 3室2厅 2400元,恒大江湾  ,汽车东站租房,3室2厅  ,93平米  ,南,随时看房,2400,3,furong
天鸿中央大院 2室1厅 2100元,天鸿中央大院  ,铁道学院租房,2室1厅  ,65平米  ,南,距离1号线铁道学院站957米,2100,5,tianxin
北辰定江洋 3室2厅 7000元,北辰定江洋  ,北辰三角洲租房,3室2厅  ,189平米  ,西南,距离1号线北辰三角洲站700米,7000,15,kaifu
嘉汇公馆 1室0厅 1500元,嘉汇公馆  ,河西人人乐租房,1室0厅  ,41平米  ,南,随时看房,1500,0,yuelu
五矿万境水岸一期 3室2厅 2700元,五矿万境水岸一期  ,喜盈门租房,3室2厅  ,89平米  ,南,距离城际铁路湘府路站站838米,2700,1,yuhua
天鸿中央大院 2室1厅 2700元,天鸿中央大院  ,铁道学院租房,2室1厅  ,80平米  ,南,距离1号线铁道学院站1003米,2700,2,tianxin
日出东方 2室1厅 2200元,日出东方  ,晚报租房,2室1厅  ,75平米  ,南,距离城际铁路长沙火车站站1129米,2200,0,furong
嘉和苑 3室1厅 3500元,嘉和苑  ,河西步步高租房,3室1厅  ,131平米  ,南,随时看房,3500,4,yuelu
欣胜园 4室2厅 2800元,欣胜园  ,河西人人乐租房,4室2厅  ,145平米  ,南,随时看房,2800,0,yuelu
麓山名园 3室2厅 2500元,麓山名园  ,金星中路租房,3室2厅  ,118平米  ,南,距离2号线金星路站823米,2500,2,yuelu
宜居莱茵城 2室2厅 2300元,宜居莱茵城  ,河西人人乐租房,2室2厅  ,90平米  ,南,随时看房,2300,1,yuelu
万科城 3室1厅 2400元,万科城  ,福元西路租房,3室1厅  ,90平米  ,南,随时看房,2400,2,kaifu
莲湖汽车饰品城小区 2室1厅 1500元,莲湖汽车饰品城小区  ,喜盈门租房,2室1厅  ,70平米  ,南,距离城际铁路湘府路站站968米,1500,2,yuhua
世茂铂翠湾，环境地理位置适合办公,世茂铂翠湾  ,滨江新城租房,3室1厅  ,96平米  ,南,随时看房,3000,7,yuelu
宏轩花苑 6室3厅 6500元,宏轩花苑  ,雨花亭租房,6室3厅  ,209平米  ,南,随时看房,6500,10,yuhua
芙蓉明珠 1室1厅 2416元,芙蓉明珠  ,尚东租房,1室1厅  ,44平米  ,南,/,2416,/,furong
融圣国际 1室0厅 1500元,融圣国际  ,桂花村租房,1室0厅  ,40平米  ,南,距离2号线长沙火车站站1047米,1500,3,yuhua
花漾年华 1室1厅 1400元,花漾年华  ,省政府租房,1室1厅  ,38平米  ,南,/,1400,/,tianxin
标志商务中心 1室1厅 1600元,标志商务中心  ,湘府路租房,1室1厅  ,43平米  ,北,距离1号线省政府站1161米,1600,8,tianxin
华盛170平大四房，简单装修，有钥匙可随时看房,华盛世纪新城  ,喜盈门租房,4室2厅  ,170平米  ,南,距离城际铁路湘府路站站839米,3500,6,yuhua
新楚麓山才苑 3室2厅 3500元,新楚麓山才苑  ,溁湾镇租房,3室2厅  ,147平米  ,南,距离2号线溁湾镇站900米,3500,4,yuelu
文景领秀 2室1厅 2000元,文景领秀  ,新开铺租房,2室1厅  ,92平米  ,南,/,2000,/,tianxin
新世纪家园 3室2厅 2900元,新世纪家园  ,芙蓉区政府租房,3室2厅  ,123平米  ,南,距离2号线万家丽广场站580米,2900,0,furong
王府花园 3室2厅 3800元,王府花园  ,晚报租房,3室2厅  ,140平米  ,南,/,3800,/,furong
万煦园 3室2厅 3200元,万煦园  ,四方坪租房,3室2厅  ,126平米  ,南,/,3200,/,kaifu
华韵07 2室1厅 2200元,华韵07  ,左家塘租房,2室1厅  ,81平米  ,南 北,/,2200,/,yuhua
芙蓉明珠 1室1厅 2160元,芙蓉明珠  ,尚东租房,1室1厅  ,40平米  ,北,/,2160,/,furong
东塘瑞府 2室1厅 2700元,东塘瑞府  ,左家塘租房,2室1厅  ,76平米  ,南,/,2700,/,yuhua
上海城一期通透两房 自住装修 随时看房 拎包入住,上海城  ,韶山南路租房,2室2厅  ,91平米  ,南 北,随时看房,2300,16,yuhua
北辰三角洲奥城D3区 4室2厅 6500元,北辰三角洲奥城D3区  ,北辰三角洲租房,4室2厅  ,136平米  ,南,距离1号线北辰三角洲站806米,6500,2,kaifu
顺天北国风光 3室2厅 2800元,顺天北国风光  ,开福区政府租房,3室2厅  ,134平米  ,南,距离1号线马厂站301米,2800,23,kaifu
万科城市花园 1室0厅 1500元,万科城市花园  ,梅溪湖北岸租房,1室0厅  ,38平米  ,西,随时看房,1500,8,yuelu
万国城三期 3室2厅 2600元,万国城三期  ,福元西路租房,3室2厅  ,94平米  ,南,随时看房,2600,3,kaifu
华江乐天花亭 2室2厅 2600元,华江乐天花亭  ,金霞租房,2室2厅  ,95平米  ,南,随时看房,2600,0,kaifu
万科里梅溪郡 3室2厅 3800元,万科里梅溪郡  ,岳麓其他租房,3室2厅  ,122平米  ,南,随时看房,3800,0,yuelu
金茂梅溪湖 2室1厅 2600元,金茂梅溪湖  ,梅溪湖南岸租房,2室1厅  ,91平米  ,南,随时看房,2600,3,yuelu
嘉汇公馆 1室0厅 1500元,嘉汇公馆  ,河西人人乐租房,1室0厅  ,40平米  ,南,随时看房,1500,0,yuelu
达美D6区 3室2厅 3500元,达美D6区  ,汽车西站租房,3室2厅  ,90平米  ,南,距离2号线望城坡站1075米,3500,4,yuelu
长房东郡 3室2厅 2500元,长房东郡  ,德政园租房,3室2厅  ,138平米  ,南 北,距离2号线万家丽广场站699米,2500,0,furong
达美溪湖湾 1室0厅 1800元,达美溪湖湾  ,梅溪湖南岸租房,1室0厅  ,39平米  ,北,随时看房,1800,1,yuelu
怡景民居 4室2厅 2600元,怡景民居  ,赤岗冲租房,4室2厅  ,92平米  ,南,/,2600,/,yuhua
鑫远湘府华城北区 4室2厅 4000元,鑫远湘府华城北区  ,铁道学院租房,4室2厅  ,144平米  ,南,距离1号线友谊路站803米,4000,0,tianxin
和庄 3室1厅 2300元,和庄  ,新开铺租房,3室1厅  ,105平米  ,南,距离1号线友谊路站799米,2300,19,tianxin
星蓝湾 3室2厅 2800元,星蓝湾  ,滨江新城租房,3室2厅  ,132平米  ,南,随时看房,2800,0,yuelu
鑫科明珠 3室2厅 3000元,鑫科明珠  ,马王堆租房,3室2厅  ,108平米  ,南,随时看房,3000,4,furong
长房白沙湾 3室2厅 1200元,长房白沙湾  ,马王堆租房,3室2厅  ,126平米  ,南 北,随时看房,1200,2,furong
和庄 3室1厅 3000元,和庄  ,新开铺租房,3室1厅  ,97平米  ,南,距离1号线友谊路站857米,3000,2,tianxin
食用菌研究所宿舍 3室2厅 2300元,食用菌研究所宿舍  ,河西步步高租房,3室2厅  ,108平米  ,西南,随时看房,2300,0,yuelu
和庄 3室2厅 2500元,和庄  ,新开铺租房,3室2厅  ,106平米  ,南,距离1号线友谊路站766米,2500,0,tianxin
世嘉国际华城一期 3室1厅 3500元,世嘉国际华城一期  ,芙蓉区政府租房,3室1厅  ,132平米  ,南 北,距离2号线人民东路站678米,3500,0,furong
沁园春 4室2厅 3400元,沁园春  ,银盆岭租房,4室2厅  ,166平米  ,南,/,3400,/,yuelu
佳兆业云顶梅溪湖 5室2厅 7000元,佳兆业云顶梅溪湖  ,梅溪湖南岸租房,5室2厅  ,183平米  ,南 北,/,7000,/,yuelu
北辰三角洲奥城E4区 1室1厅 2500元,北辰三角洲奥城E4区  ,北辰三角洲租房,1室1厅  ,50平米  ,南,随时看房,2500,0,kaifu
万国城三期 3室1厅 2500元,万国城三期  ,福元西路租房,3室1厅  ,90平米  ,南,随时看房,2500,5,kaifu
奥克斯广场 1室1厅 1800元,奥克斯广场  ,银盆岭租房,1室1厅  ,52平米  ,南 东北,/,1800,/,yuelu
北辰三角洲奥城E3区 1室1厅 2600元,北辰三角洲奥城E3区  ,北辰三角洲租房,1室1厅  ,53平米  ,南,距离1号线开福寺站1092米,2600,13,kaifu
北辰三角洲奥城E4区 1室1厅 2250元,北辰三角洲奥城E4区  ,北辰三角洲租房,1室1厅  ,50平米  ,南,随时看房,2250,7,kaifu
长重社区 2室1厅 900元,长重社区  ,赤岗冲租房,2室1厅  ,49平米  ,南,距离城际铁路树木岭站站713米,900,1,yuhua
百纳公寓 3室2厅 3500元,百纳公寓  ,马王堆租房,3室2厅  ,128平米  ,南,距离2号线万家丽广场站493米,3500,2,furong
华盛世纪新城 3室2厅 2600元,华盛世纪新城  ,喜盈门租房,3室2厅  ,140平米  ,南,距离城际铁路湘府路站站849米,2600,2,yuhua
鑫远杰座 1室0厅 1500元,鑫远杰座  ,新开铺租房,1室0厅  ,38平米  ,南,随时看房,1500,1,tianxin
阳光锦城 2室2厅 2500元,阳光锦城  ,雨花亭租房,2室2厅  ,91平米  ,南,随时看房,2500,3,yuhua
沁园春 4室2厅 4700元,沁园春  ,银盆岭租房,4室2厅  ,159平米  ,南,/,4700,/,yuelu
万博汇名邸一期 1室0厅 1900元,万博汇名邸一期  ,雨花亭租房,1室0厅  ,49平米  ,南,随时看房,1900,5,yuhua
融科东南海 3室2厅 3100元,融科东南海  ,树木岭租房,3室2厅  ,99平米  ,南,随时看房,3100,4,yuhua
万博汇一房带小阳台，看房方便，业主诚心租,万博汇名邸一期  ,雨花亭租房,1室0厅  ,39平米  ,东,随时看房,1700,6,yuhua
世茂铂翠湾，环境地理位置适合办公,世茂铂翠湾  ,滨江新城租房,3室1厅  ,96平米  ,南,随时看房,3000,7,yuelu
欣胜园 4室2厅 2500元,欣胜园  ,河西人人乐租房,4室2厅  ,151平米  ,南,随时看房,2500,0,yuelu
西城龙庭 2室2厅 2600元,西城龙庭  ,河西步步高租房,2室2厅  ,85平米  ,南,随时看房,2600,2,yuelu
北辰三角洲凤凰公元 3室1厅 4200元,北辰三角洲凤凰公元  ,北辰三角洲租房,3室1厅  ,110平米  ,南,/,4200,/,kaifu
万科金域华府 3室1厅 3000元,万科金域华府  ,武广新城租房,3室1厅  ,125平米  ,南 北,距离城际铁路香樟路站站993米,3000,0,yuhua
芙蓉明珠 1室1厅 2160元,芙蓉明珠  ,尚东租房,1室1厅  ,40平米  ,北,/,2160,/,furong
省烟草局宿舍 大三房 中楼层 采光好,省烟草局宿舍  ,左家塘租房,3室2厅  ,126平米  ,南 北,/,2300,/,yuhua
湘水熙园 4室2厅 3500元,湘水熙园  ,省政府租房,4室2厅  ,113平米  ,南 北,/,3500,/,tianxin
爵世名邸 9室3厅 30000元,爵世名邸  ,汽车东站租房,9室3厅  ,373平米  ,南 北,/,30000,/,furong
芙蓉明珠 1室1厅 2200元,芙蓉明珠  ,尚东租房,1室1厅  ,40平米  ,南,/,2200,/,furong
，湘府东苑，精装好房、楼层好，业主诚心出租,湘府东苑  ,湘府路租房,3室2厅  ,133平米  ,南,距离1号线省政府站754米,3500,1,tianxin
宜居莱茵城 2室1厅 2200元,宜居莱茵城  ,河西人人乐租房,2室1厅  ,85平米  ,南,随时看房,2200,1,yuelu
天鸿中央大院 2室1厅 2400元,天鸿中央大院  ,铁道学院租房,2室1厅  ,55平米  ,北,距离1号线铁道学院站957米,2400,8,tianxin
浏阳河旁 鑫科明珠 南北通透 居家三房,鑫科明珠  ,马王堆租房,3室2厅  ,110平米  ,南 北,随时看房,2700,5,furong
协信星澜汇 4室1厅 2700元,协信星澜汇  ,观沙岭租房,4室1厅  ,113平米  ,南,/,2700,/,yuelu
童话里 3室2厅 2800元,童话里  ,新开铺租房,3室2厅  ,90平米  ,南,距离1号线友谊路站1086米,2800,3,tianxin
美林银谷国际社区 1室1厅 1750元,美林银谷国际社区  ,河西步步高租房,1室1厅  ,43平米  ,北,随时看房,1750,0,yuelu
天城泰祥苑   标准小三房   安全出行,天城泰祥苑  ,湘府路租房,3室2厅  ,138平米  ,南,距离1号线省政府站923米,3200,1,tianxin
凯通国际城 2室2厅 2100元,凯通国际城  ,火车站租房,2室2厅  ,74平米  ,南,距离2号线长沙火车站站834米,2100,0,furong
芙蓉明珠 1室1厅 2190元,芙蓉明珠  ,尚东租房,1室1厅  ,40平米  ,南,/,2190,/,furong
